id,youtube_id,player,sex,club,view,slow,events,bbox,split,processed_video_path
91,aTYgjFyuH_w,LINDSEY WRIGHT,f,driver,other,1,[ 790  808  866  887  920  943  959  971 1037 1046],[0.16015625 0.17777778 0.40625    0.79861111],3,processed_videos/LINDSEY_WRIGHT_aTYgjFyuH_w_520995a3-8b12-4a5b-ade7-dd4ce470e983.mp4
92,1dSKw-krBIU,BUBBA WATSON,m,iron,down-the-line,0,[301 345 354 357 366 372 375 378 386 421],[3.75781250e-01 6.94444444e-04 3.63281250e-01 9.81250000e-01],4,processed_videos/BUBBA_WATSON_1dSKw-krBIU_f30b0989-a675-4b36-882a-ac8b1964cb85.mp4
93,1dSKw-krBIU,BUBBA WATSON,m,iron,down-the-line,1,[640 700 737 748 785 810 821 830 865 909],[3.94531250e-01 6.94444444e-04 3.50000000e-01 9.81250000e-01],4,processed_videos/BUBBA_WATSON_1dSKw-krBIU_33e4d2d7-3480-410d-82e0-8693119ee7aa.mp4
94,02xe9gIKa_c,CHEYENNE WOODS,f,driver,down-the-line,0,[331 388 408 414 423 427 430 433 452 488],[2.96875000e-02 6.94444444e-04 6.12500000e-01 1.00000000e+00],2,processed_videos/CHEYENNE_WOODS_02xe9gIKa_c_53030133-bd28-4ea1-b9d0-cd960b199a03.mp4
95,02xe9gIKa_c,CHEYENNE WOODS,f,wedge,other,0,[ 833  999 1015 1021 1029 1032 1036 1039 1053 1078],[0.33515625 0.00138889 0.459375   0.99930556],2,processed_videos/CHEYENNE_WOODS_02xe9gIKa_c_10cc109b-fba7-403c-ab0c-1b39bf7c7674.mp4
96,lZhzDyZH8b0,TIGER WOODS,m,driver,other,0,[2281 2368 2383 2387 2393 2397 2400 2402 2416 2449],[3.32812500e-01 6.94444444e-04 6.67578125e-01 1.00000000e+00],1,processed_videos/TIGER_WOODS_lZhzDyZH8b0_5b7e558f-3a3d-4eb7-98d0-20d9965604dd.mp4
97,lZhzDyZH8b0,TIGER WOODS,m,driver,other,1,[2757 2801 2845 2859 2886 2903 2915 2921 2976 2989],[3.37500000e-01 6.94444444e-04 6.62890625e-01 1.00000000e+00],1,processed_videos/TIGER_WOODS_lZhzDyZH8b0_d77f374a-ff45-4143-897f-11f15e320840.mp4
98,NhB8KnoufLI,PORNANONG PHATLUM,f,iron,face-on,0,[511 538 566 576 586 591 595 598 615 647],[1.52343750e-01 6.94444444e-04 7.02343750e-01 1.00000000e+00],1,processed_videos/PORNANONG_PHATLUM_NhB8KnoufLI_1167606b-f066-4cc1-9db2-9b0f7875f0aa.mp4
99,NhB8KnoufLI,PORNANONG PHATLUM,f,iron,face-on,1,[ 927  986 1091 1131 1175 1193 1207 1218 1283 1296],[0.1546875  0.00277778 0.7171875  0.99791667],1,processed_videos/PORNANONG_PHATLUM_NhB8KnoufLI_b97569cd-b811-4ae1-9515-f322ad5cc5d6.mp4
100,_t_grJlqR6A,PAUL CASEY,m,iron,other,0,[ 901  956  967  971  980  983  986  988 1004 1064],[0.2421875  0.03333333 0.34921875 0.9       ],4,processed_videos/PAUL_CASEY__t_grJlqR6A_e14bccb4-e5aa-456b-a14f-e3229a88f4dd.mp4
101,_t_grJlqR6A,PAUL CASEY,m,iron,other,1,[1446 1455 1495 1512 1545 1559 1570 1579 1622 1666],[0.2140625  0.00138889 0.38515625 0.95138889],4,processed_videos/PAUL_CASEY__t_grJlqR6A_ce359bd7-63f9-4953-bdc0-d8d37bb28749.mp4
102,r9Nfuhb0aYw,IN-GEE CHUN,f,driver,face-on,0,[361 398 416 423 436 440 444 447 469 496],[0.0703125  0.00138889 0.80078125 0.99930556],3,processed_videos/IN-GEE_CHUN_r9Nfuhb0aYw_5a0e8cd1-e960-46fb-851d-c9f9f797f389.mp4
103,r9Nfuhb0aYw,IN-GEE CHUN,f,driver,face-on,1,[653 669 740 766 815 837 850 861 948 958],[0.08359375 0.00416667 0.79375    0.99652778],3,processed_videos/IN-GEE_CHUN_r9Nfuhb0aYw_a06abbfc-8465-4eee-85ee-666edcd68f7f.mp4
104,gVrpJYWrpLc,JOHN HUSTON,m,driver,other,0,[305 412 426 431 443 451 454 456 469 493],[0.15390625 0.09861111 0.4203125  0.875     ],2,processed_videos/JOHN_HUSTON_gVrpJYWrpLc_17e058c3-ffc6-4684-9dea-0b1bc058d698.mp4
105,gVrpJYWrpLc,JOHN HUSTON,m,driver,other,1,[637 677 730 755 800 824 836 844 895 932],[0.190625   0.09722222 0.384375   0.88333333],2,processed_videos/JOHN_HUSTON_gVrpJYWrpLc_52856619-5b4b-49dc-9478-efbebf339f6b.mp4
106,ZQjY2Ie4V50,CINDY LACROSSE,f,driver,down-the-line,0,[511 562 577 582 591 598 600 603 619 645],[0.0828125  0.00555556 0.52109375 0.99513889],3,processed_videos/CINDY_LACROSSE_ZQjY2Ie4V50_a346f49c-4bea-414e-bfb6-f1d4670a7d27.mp4
107,ZQjY2Ie4V50,CINDY LACROSSE,f,driver,down-the-line,1,[ 891  947  996 1013 1053 1077 1089 1099 1157 1211],[8.90625000e-02 6.94444444e-04 5.19531250e-01 1.00000000e+00],3,processed_videos/CINDY_LACROSSE_ZQjY2Ie4V50_508c7fcd-d550-4ebd-8655-21a6f9b0b636.mp4
108,N2M9Lpzc1tA,ANGELA STANFORD,f,driver,down-the-line,0,[ 41 290 299 303 311 315 318 321 333 414],[7.42187500e-02 6.94444444e-04 5.83593750e-01 9.99305556e-01],2,processed_videos/ANGELA_STANFORD_N2M9Lpzc1tA_478e7a38-ef17-4f73-807d-22c43123d1ac.mp4
109,N2M9Lpzc1tA,ANGELA STANFORD,f,driver,down-the-line,1,[542 602 638 654 683 701 716 725 759 864],[9.37500000e-02 6.94444444e-04 5.92187500e-01 1.00000000e+00],2,processed_videos/ANGELA_STANFORD_N2M9Lpzc1tA_35062a64-5a53-475b-90c7-b87baaa49633.mp4
110,bF8A2zdAfAs,JASON DUFNER,m,iron,face-on,0,[234 427 435 439 443 446 449 452 462 560],[1.43750000e-01 6.94444444e-04 7.76562500e-01 9.28472222e-01],4,processed_videos/JASON_DUFNER_bF8A2zdAfAs_1662d0b9-a71e-4461-bfcc-369ca852045a.mp4
111,bF8A2zdAfAs,JASON DUFNER,m,iron,face-on,1,[ 915  945  978  995 1014 1021 1036 1044 1094 1186],[1.44531250e-01 6.94444444e-04 7.87500000e-01 9.42361111e-01],4,processed_videos/JASON_DUFNER_bF8A2zdAfAs_feddb42f-0f52-4c72-b32b-c4128918f5c6.mp4
112,LRks1_mag_U,MIKE WEIR,m,driver,down-the-line,0,[ 45 355 366 371 377 381 384 386 401 483],[3.39062500e-01 6.94444444e-04 4.72656250e-01 9.63194444e-01],3,processed_videos/MIKE_WEIR_LRks1_mag_U_506bdcde-c29b-47d8-a324-f277acc67443.mp4
113,LRks1_mag_U,MIKE WEIR,m,driver,down-the-line,1,[682 713 745 767 789 806 819 826 873 988],[3.42187500e-01 6.94444444e-04 4.34375000e-01 9.86805556e-01],3,processed_videos/MIKE_WEIR_LRks1_mag_U_e71558f0-2b30-473c-b915-8340b6e4b4f6.mp4
114,04d08bM6-6U,EUN-HEE JI,f,iron,face-on,0,[651 672 719 741 779 795 809 821 899 972],[0.21171875 0.0875     0.59609375 0.89444444],3,processed_videos/EUN-HEE_JI_04d08bM6-6U_9528e38b-2c3d-4abf-ba46-bbb31d873a1f.mp4
115,04d08bM6-6U,EUN-HEE JI,f,iron,face-on,0,[3150 3191 3202 3209 3217 3221 3225 3236 3301 3374],[0.2125     0.05       0.6        0.92083333],3,processed_videos/EUN-HEE_JI_04d08bM6-6U_bdeda474-b325-457c-ab72-c45b86e232ec.mp4
116,0fJeBnmMKUw,LYDIA KO,f,iron,face-on,0,[680 793 811 817 826 829 832 835 881 992],[1.81250000e-01 6.94444444e-04 6.42968750e-01 9.89583333e-01],1,processed_videos/LYDIA_KO_0fJeBnmMKUw_8835cffc-f40c-43d0-be84-3e4e089a3a60.mp4
117,0fJeBnmMKUw,LYDIA KO,f,iron,face-on,1,[1166 1184 1247 1271 1311 1320 1332 1346 1450 1476],[1.74218750e-01 6.94444444e-04 6.50781250e-01 9.90972222e-01],1,processed_videos/LYDIA_KO_0fJeBnmMKUw_bc1f2c96-6045-4393-94e7-80fd922a1603.mp4
118,0fJeBnmMKUw,LYDIA KO,f,iron,face-on,0,[3810 3828 3845 3852 3861 3863 3867 3880 3993 4034],[1.77343750e-01 6.94444444e-04 6.51562500e-01 9.90972222e-01],1,processed_videos/LYDIA_KO_0fJeBnmMKUw_8d7be9c1-41a4-4bde-8726-abe12e4b25a8.mp4
119,DZ9FpPXrD74,KEVIN CHAPPELL,m,driver,down-the-line,0,[407 434 447 451 459 462 465 467 482 594],[9.37500000e-02 6.94444444e-04 6.14843750e-01 9.99305556e-01],3,processed_videos/KEVIN_CHAPPELL_DZ9FpPXrD74_64820f1a-eeaa-4bba-b543-8391a1b3a5b7.mp4
120,DZ9FpPXrD74,KEVIN CHAPPELL,m,fairway,down-the-line,1,[ 833  888  931  946  976  989 1001 1008 1076 1128],[1.28906250e-01 6.94444444e-04 5.78125000e-01 1.00000000e+00],3,processed_videos/KEVIN_CHAPPELL_DZ9FpPXrD74_2d31b585-8160-4d9e-a0f2-b3e69a648cbe.mp4
121,DZ9FpPXrD74,KEVIN CHAPPELL,m,fairway,down-the-line,0,[2851 2860 2877 2881 2888 2891 2895 2902 2945 2997],[1.20312500e-01 6.94444444e-04 5.94531250e-01 9.99305556e-01],3,processed_videos/KEVIN_CHAPPELL_DZ9FpPXrD74_5370e4a4-e7e1-4723-b92d-4a2b282687b1.mp4
122,iuWywRQ2HCs,JOHN DALY,m,fairway,down-the-line,0,[310 341 351 354 365 368 371 373 388 432],[0.07578125 0.00277778 0.58984375 0.99791667],3,processed_videos/JOHN_DALY_iuWywRQ2HCs_5e6dfa0b-8892-49a5-832d-0ef18e7934f1.mp4
123,iuWywRQ2HCs,JOHN DALY,m,fairway,down-the-line,1,[ 801  833  876  887  927  942  954  962 1011 1079],[8.75000000e-02 6.94444444e-04 5.40625000e-01 9.96527778e-01],3,processed_videos/JOHN_DALY_iuWywRQ2HCs_0d7753d2-4994-4881-9bc2-f305ee09c5ac.mp4
124,iuWywRQ2HCs,JOHN DALY,m,fairway,down-the-line,0,[2798 2894 2904 2907 2918 2921 2924 2931 2980 3062],[7.89062500e-02 6.94444444e-04 5.48437500e-01 9.88194444e-01],3,processed_videos/JOHN_DALY_iuWywRQ2HCs_a76fce00-3f51-4682-b9f3-c12f75eb05bf.mp4
125,sMy8BTx0NwM,LYDIA KO,f,driver,down-the-line,0,[ 81 118 134 141 158 163 166 168 178 207],[1.30468750e-01 6.94444444e-04 4.92187500e-01 9.84027778e-01],2,processed_videos/LYDIA_KO_sMy8BTx0NwM_83eeaa95-f8bc-4277-a9c2-6b14bb493764.mp4
126,sMy8BTx0NwM,LYDIA KO,f,driver,down-the-line,1,[368 378 443 472 531 556 569 578 624 787],[0.1078125  0.02361111 0.515625   0.97222222],2,processed_videos/LYDIA_KO_sMy8BTx0NwM_89e562f8-976b-4246-93b7-896982a827c8.mp4
127,TxtHgPKarMA,STACY LEWIS,f,driver,face-on,0,[221 254 271 275 285 289 292 295 313 375],[3.90625000e-04 6.94444444e-04 9.51953125e-01 9.96527778e-01],4,processed_videos/STACY_LEWIS_TxtHgPKarMA_20ef8302-9dc7-4fa7-a207-eb5cd3005a50.mp4
128,TxtHgPKarMA,STACY LEWIS,f,driver,face-on,1,[669 694 750 770 809 821 836 846 906 954],[3.90625000e-04 6.94444444e-04 8.87890625e-01 9.99305556e-01],4,processed_videos/STACY_LEWIS_TxtHgPKarMA_19980d36-a061-4fef-91ed-426fef702647.mp4
129,TxtHgPKarMA,STACY LEWIS,f,driver,face-on,1,[2962 2972 2990 2995 3003 3008 3012 3023 3082 3158],[2.34375000e-03 6.94444444e-04 9.11718750e-01 9.86805556e-01],4,processed_videos/STACY_LEWIS_TxtHgPKarMA_3353f999-5832-4139-ae90-932d789eebba.mp4
130,0am0Cr3Q3-Y,KEN DUKE,m,driver,down-the-line,0,[316 379 388 392 397 400 404 406 427 496],[0.13671875 0.06666667 0.3828125  0.77638889],2,processed_videos/KEN_DUKE_0am0Cr3Q3-Y_09082986-4f0d-4a5b-8268-1a7f862ca29e.mp4
131,0am0Cr3Q3-Y,KEN DUKE,m,driver,down-the-line,1,[647 667 699 715 742 751 765 773 843 877],[0.125      0.04027778 0.39765625 0.79722222],2,processed_videos/KEN_DUKE_0am0Cr3Q3-Y_4f542549-1767-46df-82b7-e72a2985820d.mp4
132,Ax_6tpWsg4M,CHARLEY HULL,f,driver,down-the-line,0,[376 408 417 422 428 431 435 437 453 518],[9.53125000e-02 6.94444444e-04 5.11718750e-01 9.67361111e-01],4,processed_videos/CHARLEY_HULL_Ax_6tpWsg4M_86e6fb8c-d1fd-422e-b5d9-ea860c9ba9c6.mp4
133,Ax_6tpWsg4M,CHARLEY HULL,f,driver,down-the-line,1,[661 665 704 725 754 764 777 786 841 896],[0.165625   0.025      0.434375   0.95138889],4,processed_videos/CHARLEY_HULL_Ax_6tpWsg4M_9f5436e6-85de-4183-a2de-938c788791fb.mp4
134,eykMCjLK6GQ,ANGEL CABRERA,m,driver,down-the-line,0,[352 369 382 385 394 399 402 404 425 470],[0.10078125 0.00277778 0.53671875 0.99791667],2,
135,eykMCjLK6GQ,ANGEL CABRERA,m,driver,down-the-line,1,[675 709 740 752 794 808 820 828 891 938],[0.071875   0.00416667 0.5765625  0.99652778],2,
136,7dI2HeBChks,SO YEON RYU,f,iron,other,0,[486 509 522 532 540 544 548 551 587 646],[0.29921875 0.23194444 0.34921875 0.63611111],3,processed_videos/SO_YEON_RYU_7dI2HeBChks_87219da6-b6ec-4ce8-9cd4-28754ee61354.mp4
137,7dI2HeBChks,SO YEON RYU,f,iron,other,0,[1718 1748 1762 1773 1781 1785 1789 1792 1823 1852],[0.26875    0.22777778 0.35390625 0.63611111],3,processed_videos/SO_YEON_RYU_7dI2HeBChks_0d7bcb08-4cd4-4e76-a246-dafb7e7e1d22.mp4
138,7dI2HeBChks,SO YEON RYU,f,iron,other,0,[2029 2244 2255 2266 2275 2278 2282 2285 2314 2377],[0.25859375 0.23333333 0.3765625  0.7125    ],3,processed_videos/SO_YEON_RYU_7dI2HeBChks_8ef6c1f2-3dd6-49a3-a036-b09cf3d291d9.mp4
139,7dI2HeBChks,SO YEON RYU,f,driver,other,0,[2973 2988 3005 3024 3037 3042 3047 3049 3095 3135],[3.90625000e-04 6.94444444e-04 5.98828125e-01 9.75694444e-01],3,processed_videos/SO_YEON_RYU_7dI2HeBChks_5edb42c1-79cc-4100-9a3e-36e634b53188.mp4
140,7dI2HeBChks,SO YEON RYU,f,driver,other,0,[3672 3700 3714 3722 3732 3736 3740 3742 3770 3809],[3.90625000e-04 6.94444444e-04 6.16015625e-01 9.82638889e-01],3,processed_videos/SO_YEON_RYU_7dI2HeBChks_aca08b31-ba1b-4c9e-a345-6e6d1edba967.mp4
141,7dI2HeBChks,SO YEON RYU,f,driver,other,1,[3970 4011 4056 4098 4128 4145 4160 4172 4278 4317],[0.2765625  0.18472222 0.3796875  0.68611111],3,processed_videos/SO_YEON_RYU_7dI2HeBChks_1da8fd3d-e4bd-497d-8172-c9fb2d80156f.mp4
142,CzYRETTM74s,SCOTT LANGLEY,m,fairway,down-the-line,0,[765 800 809 813 818 822 825 827 842 876],[0.3625     0.05416667 0.45546875 0.93472222],2,processed_videos/SCOTT_LANGLEY_CzYRETTM74s_b888406a-24b9-42ac-9c25-bf8c78274226.mp4
143,CzYRETTM74s,SCOTT LANGLEY,m,fairway,down-the-line,1,[1273 1280 1308 1324 1352 1359 1372 1380 1444 1474],[0.36640625 0.05138889 0.39609375 0.93055556],2,processed_videos/SCOTT_LANGLEY_CzYRETTM74s_2992a282-b598-4c37-b1cc-1450726bca6b.mp4
144,LohC0R9pMvI,TIGER WOODS,m,iron,other,0,[357 385 398 401 408 412 415 417 439 473],[1.82031250e-01 6.94444444e-04 6.03125000e-01 9.70138889e-01],3,processed_videos/TIGER_WOODS_LohC0R9pMvI_8a4b6486-ea87-4357-8538-350bb9394184.mp4
145,LohC0R9pMvI,TIGER WOODS,m,iron,other,1,[734 741 783 796 831 839 851 858 913 943],[1.89062500e-01 6.94444444e-04 6.47656250e-01 9.22916667e-01],3,processed_videos/TIGER_WOODS_LohC0R9pMvI_119b6a76-fc06-471d-b1e4-460bd32dc010.mp4
146,l1KSnwqLgec,GARY WOODLAND,m,driver,down-the-line,0,[304 309 326 332 340 343 347 349 367 403],[1.06250000e-01 6.94444444e-04 5.10937500e-01 9.67361111e-01],2,processed_videos/GARY_WOODLAND_l1KSnwqLgec_eb6d3f45-8f72-4ffd-94d3-fa22a30a8775.mp4
147,l1KSnwqLgec,GARY WOODLAND,m,driver,down-the-line,1,[515 565 619 641 677 687 701 708 773 814],[9.37500000e-02 6.94444444e-04 5.30468750e-01 9.77083333e-01],2,processed_videos/GARY_WOODLAND_l1KSnwqLgec_db3ffc12-004b-4b4b-b559-de0e6fdaa654.mp4
148,l1KSnwqLgec,GARY WOODLAND,m,iron,face-on,0,[2349 2402 2418 2424 2432 2436 2439 2442 2462 2498],[0.21875    0.01388889 0.5078125  0.86388889],2,processed_videos/GARY_WOODLAND_l1KSnwqLgec_805f3cb1-83f4-4b86-8a66-3f8fe4a213da.mp4
149,l1KSnwqLgec,GARY WOODLAND,m,iron,face-on,1,[2604 2617 2686 2709 2739 2756 2769 2781 2827 2857],[2.12500000e-01 6.94444444e-04 5.03125000e-01 8.79861111e-01],2,processed_videos/GARY_WOODLAND_l1KSnwqLgec_663a7d2a-67d6-47f1-a424-f612ff6a9c28.mp4
150,9vZrL5oMCrc,CHARLEY HULL,f,driver,face-on,0,[138 141 154 158 166 168 172 174 191 222],[1.01562500e-01 6.94444444e-04 8.08593750e-01 9.81250000e-01],3,processed_videos/CHARLEY_HULL_9vZrL5oMCrc_91d1fc1e-84ee-4481-b0af-215a7ad29d09.mp4
151,9vZrL5oMCrc,CHARLEY HULL,f,driver,face-on,1,[642 669 710 726 759 769 782 793 847 882],[1.28906250e-01 6.94444444e-04 7.89843750e-01 9.75694444e-01],3,processed_videos/CHARLEY_HULL_9vZrL5oMCrc_e7136d93-26fa-49b9-913e-ba042ca45b85.mp4
152,dWiFxa67RYE,ANGEL YIN,f,driver,face-on,0,[103 208 222 225 232 238 242 244 256 286],[7.26562500e-02 6.94444444e-04 8.65625000e-01 9.67361111e-01],4,processed_videos/ANGEL_YIN_dWiFxa67RYE_1b424a25-2492-41e0-b239-f9ea3937e644.mp4
153,dWiFxa67RYE,ANGEL YIN,f,driver,face-on,1,[619 631 667 681 715 734 748 757 808 838],[7.42187500e-02 6.94444444e-04 8.73437500e-01 9.70138889e-01],4,processed_videos/ANGEL_YIN_dWiFxa67RYE_3a28687c-c8b9-4fd3-aee4-ad034128be46.mp4
154,FFCXbDDz5kc,LEE WESTWOOD,m,iron,other,0,[739 749 761 767 775 779 782 784 802 847],[2.77343750e-01 6.94444444e-04 3.21875000e-01 8.61805556e-01],1,processed_videos/LEE_WESTWOOD_FFCXbDDz5kc_cac58961-3e13-4b88-aba7-f00e2cc7d025.mp4
155,FFCXbDDz5kc,LEE WESTWOOD,m,iron,other,1,[ 986 1030 1068 1087 1125 1141 1152 1161 1216 1249],[0.2875     0.01944444 0.31875    0.83055556],1,processed_videos/LEE_WESTWOOD_FFCXbDDz5kc_8504ef98-59dd-49d4-817a-9bf649942977.mp4
156,nFTbqjkDm1k,MICHELLE WIE,f,driver,face-on,0,[518 537 549 555 560 564 567 569 583 614],[6.79687500e-02 6.94444444e-04 8.46875000e-01 9.96527778e-01],3,processed_videos/MICHELLE_WIE_nFTbqjkDm1k_dac667b9-9ecc-4963-b669-a02990839303.mp4
157,nFTbqjkDm1k,MICHELLE WIE,f,wedge,other,0,[1098 1111 1122 1127 1132 1136 1139 1142 1162 1192],[0.13359375 0.0125     0.603125   0.95      ],3,processed_videos/MICHELLE_WIE_nFTbqjkDm1k_cc3265e9-6b2a-45b5-a380-7ee92491e50f.mp4
158,nFTbqjkDm1k,MICHELLE WIE,f,iron,other,0,[1489 1526 1537 1542 1548 1551 1555 1558 1575 1614],[0.26171875 0.07777778 0.2890625  0.54027778],3,processed_videos/MICHELLE_WIE_nFTbqjkDm1k_c9e13432-bdc2-4266-b7c1-b0a0a16d8864.mp4
159,nFTbqjkDm1k,MICHELLE WIE,f,fairway,other,0,[2338 2346 2359 2364 2370 2374 2377 2380 2398 2435],[0.06875    0.02777778 0.45390625 0.93194444],3,processed_videos/MICHELLE_WIE_nFTbqjkDm1k_160926f7-0b74-4974-bd5a-946c98983584.mp4
160,nFTbqjkDm1k,MICHELLE WIE,f,driver,face-on,0,[2996 3028 3040 3045 3051 3054 3058 3060 3076 3111],[8.51562500e-02 6.94444444e-04 7.85156250e-01 9.39583333e-01],3,processed_videos/MICHELLE_WIE_nFTbqjkDm1k_2201c72f-1f28-4381-a6ef-e05cb07c0715.mp4
161,nFTbqjkDm1k,MICHELLE WIE,f,iron,other,0,[4426 4429 4439 4446 4449 4452 4456 4458 4481 4546],[3.04687500e-01 6.94444444e-04 6.11718750e-01 1.00000000e+00],3,processed_videos/MICHELLE_WIE_nFTbqjkDm1k_ad990cc4-0309-4869-9075-ffe05d001a98.mp4
162,nFTbqjkDm1k,MICHELLE WIE,f,iron,other,0,[5091 5092 5103 5109 5114 5116 5120 5123 5152 5181],[0.2296875  0.00138889 0.6703125  0.99930556],3,processed_videos/MICHELLE_WIE_nFTbqjkDm1k_8a3db441-2238-40ce-ba29-5282f04257b0.mp4
163,nFTbqjkDm1k,MICHELLE WIE,f,driver,face-on,1,[6083 6103 6152 6174 6196 6208 6222 6231 6298 6318],[7.81250000e-03 6.94444444e-04 4.92968750e-01 9.96527778e-01],3,processed_videos/MICHELLE_WIE_nFTbqjkDm1k_9aa5829a-68e0-4c42-ac45-9cb9cd322e9e.mp4
164,nFTbqjkDm1k,MICHELLE WIE,f,driver,face-on,1,[6099 6105 6150 6173 6196 6209 6223 6231 6298 6328],[5.02343750e-01 6.94444444e-04 4.98046875e-01 9.43750000e-01],3,processed_videos/MICHELLE_WIE_nFTbqjkDm1k_a3a5d17c-8bbb-4763-9548-5ea2c303d1d1.mp4
165,nFTbqjkDm1k,MICHELLE WIE,f,fairway,other,0,[9044 9067 9084 9089 9095 9099 9105 9113 9184 9215],[0.01875    0.00555556 0.48828125 0.94305556],3,processed_videos/MICHELLE_WIE_nFTbqjkDm1k_10cd463d-1142-4d1e-b717-957f65f0c306.mp4
166,o1m11-zAPUc,RYAN PALMER,m,fairway,down-the-line,0,[253 263 277 282 291 296 299 301 321 354],[8.90625000e-02 6.94444444e-04 4.94531250e-01 9.82638889e-01],2,processed_videos/RYAN_PALMER_o1m11-zAPUc_f5ef548b-61e7-4d02-a3d5-35b74816b7e0.mp4
167,o1m11-zAPUc,RYAN PALMER,m,fairway,down-the-line,1,[540 552 608 626 666 683 694 702 769 799],[7.57812500e-02 6.94444444e-04 5.14843750e-01 9.77083333e-01],2,processed_videos/RYAN_PALMER_o1m11-zAPUc_1bacfe9b-628a-48ce-aa4a-3fca4e0a607e.mp4
168,GQHjogbNFWU,CURTIS STRANGE,m,driver,down-the-line,0,[560 562 571 575 583 587 591 594 624 661],[7.73437500e-02 6.94444444e-04 5.57812500e-01 9.85416667e-01],2,processed_videos/CURTIS_STRANGE_GQHjogbNFWU_57863fd5-75ae-4d3c-b866-7b46ab3d5f25.mp4
169,GQHjogbNFWU,CURTIS STRANGE,m,driver,face-on,0,[1581 1584 1593 1598 1605 1610 1614 1616 1641 1671],[0.0703125  0.00277778 0.84453125 0.99791667],2,processed_videos/CURTIS_STRANGE_GQHjogbNFWU_41c61d62-4ddb-49b9-ae3f-2b897b132d0e.mp4
170,GQHjogbNFWU,CURTIS STRANGE,m,driver,down-the-line,1,[2377 2419 2453 2468 2505 2517 2533 2543 2612 2643],[0.50078125 0.00138889 0.49960938 0.99930556],2,processed_videos/CURTIS_STRANGE_GQHjogbNFWU_d0e2bc95-497b-4371-8cdd-6460ff99de8a.mp4
171,3zZXUQywgSw,BROOKE HENDERSON,f,wedge,down-the-line,0,[ 83 108 121 126 136 138 143 145 160 191],[0.0859375  0.03194444 0.5109375  0.925     ],3,processed_videos/BROOKE_HENDERSON_3zZXUQywgSw_2c60034c-4b8f-4691-b517-bdab8ad5b028.mp4
172,3zZXUQywgSw,BROOKE HENDERSON,f,iron,other,0,[1316 1328 1339 1343 1350 1354 1358 1361 1387 1417],[1.67968750e-01 6.94444444e-04 6.67968750e-01 9.70138889e-01],3,processed_videos/BROOKE_HENDERSON_3zZXUQywgSw_3da57ae2-2903-49ed-89b1-3ceb873502fd.mp4
173,3zZXUQywgSw,BROOKE HENDERSON,f,driver,other,0,[2104 2107 2125 2130 2138 2143 2147 2149 2166 2196],[0.19765625 0.00277778 0.596875   0.99791667],3,processed_videos/BROOKE_HENDERSON_3zZXUQywgSw_6a171776-6861-41b1-82bd-4e72dd703714.mp4
174,3zZXUQywgSw,BROOKE HENDERSON,f,iron,down-the-line,0,[2767 2774 2789 2792 2800 2805 2808 2811 2832 2866],[1.50781250e-01 6.94444444e-04 4.38281250e-01 9.95138889e-01],3,processed_videos/BROOKE_HENDERSON_3zZXUQywgSw_b7435733-64fb-40e7-aaf0-2d801da26380.mp4
175,3zZXUQywgSw,BROOKE HENDERSON,f,driver,face-on,0,[3389 3418 3437 3440 3449 3454 3458 3460 3475 3609],[7.26562500e-02 6.94444444e-04 8.43750000e-01 9.63194444e-01],3,processed_videos/BROOKE_HENDERSON_3zZXUQywgSw_8755e279-cee8-4eda-832a-5a61905ecd71.mp4
176,n1r99BGuW8k,CHARLES HOWELL,m,driver,face-on,0,[ 699  982  996 1000 1007 1010 1014 1016 1030 1119],[1.02343750e-01 6.94444444e-04 7.28906250e-01 9.97916667e-01],3,processed_videos/CHARLES_HOWELL_n1r99BGuW8k_7d708f14-d508-4462-b218-53c81b64d816.mp4
177,n1r99BGuW8k,CHARLES HOWELL,m,driver,face-on,1,[1244 1283 1331 1346 1376 1389 1402 1409 1470 1568],[7.42187500e-02 6.94444444e-04 8.11718750e-01 1.00000000e+00],3,processed_videos/CHARLES_HOWELL_n1r99BGuW8k_655ac830-1857-4c5f-82b2-6ab378c41eb6.mp4
178,n1r99BGuW8k,CHARLES HOWELL,m,driver,down-the-line,0,[2678 3075 3087 3091 3097 3101 3104 3107 3136 3289],[1.50000000e-01 6.94444444e-04 6.23437500e-01 9.95138889e-01],3,processed_videos/CHARLES_HOWELL_n1r99BGuW8k_d3442c6c-6d15-4476-99e2-7bb919c26e85.mp4
179,n1r99BGuW8k,CHARLES HOWELL,m,driver,down-the-line,1,[3384 3449 3498 3513 3541 3555 3569 3576 3631 3764],[1.13281250e-01 6.94444444e-04 6.76562500e-01 1.00000000e+00],3,processed_videos/CHARLES_HOWELL_n1r99BGuW8k_ee335e87-f786-43bf-bba8-52b6c3953414.mp4
180,1NTVQ8Zy2qU,MICHELLE WIE,f,fairway,down-the-line,0,[ 571  771  781  787  793  796  800  802  820 1034],[1.60937500e-01 6.94444444e-04 4.92968750e-01 1.00000000e+00],4,processed_videos/MICHELLE_WIE_1NTVQ8Zy2qU_f6055459-d102-41dd-8472-f8938962d77e.mp4
181,1NTVQ8Zy2qU,MICHELLE WIE,f,fairway,down-the-line,1,[1187 1239 1278 1303 1325 1337 1352 1361 1428 1526],[1.92968750e-01 6.94444444e-04 4.54687500e-01 1.00000000e+00],4,processed_videos/MICHELLE_WIE_1NTVQ8Zy2qU_b32e62ed-d6b0-41ec-9560-4f8809286ac7.mp4
